event_date,event_name,user_id,session_id,device_category,country,page_location,engagement_time_msec,item_revenue,traffic_source
20240101,add_to_cart,63632,852249,tablet,Australia,/about,14283,448.17,organic
20240101,scroll,10055,859510,desktop,India,/checkout,23971,374.85,organic
20240101,scroll,98697,894895,tablet,UK,/about,10992,414.23,referral
20240101,page_view,42873,244408,desktop,India,/product,36591,228.29,referral
20240101,scroll,90720,650822,mobile,Canada,/about,757,229.82,organic
20240101,purchase,76205,757729,mobile,Australia,/about,23796,267.0,organic
20240101,scroll,88199,518597,tablet,Australia,/about,19210,121.83,direct
20240101,click,35318,998728,mobile,Australia,/contact,9401,366.75,direct
20240101,click,43734,447238,mobile,USA,/home,22672,414.73,referral
20240101,click,92227,974337,tablet,India,/product,30435,453.61,direct
20240101,click,28522,592402,mobile,Canada,/contact,24521,258.52,paid
20240101,purchase,21656,589706,desktop,USA,/home,2264,207.29,paid
20240101,session_start,25893,387551,desktop,USA,/about,41206,415.47,direct
20240101,add_to_cart,26493,948984,mobile,UK,/about,45115,376.33,direct
20240101,page_view,13632,267011,mobile,Canada,/contact,39670,433.64,organic
20240101,click,98648,716591,desktop,Australia,/checkout,4731,327.87,direct
20240101,scroll,71779,359153,mobile,Australia,/product,36097,441.66,paid
20240101,click,48452,519386,desktop,UK,/home,20998,44.52,referral
20240101,scroll,23266,696196,tablet,Australia,/about,38097,339.78,referral
20240101,add_to_cart,71607,224506,desktop,India,/product,31832,44.4,organic
20240101,add_to_cart,26940,384513,mobile,Australia,/about,28051,374.45,referral
20240101,add_to_cart,34003,892332,mobile,India,/about,23109,314.22,direct
20240101,scroll,44815,140733,desktop,UK,/about,44698,8.0,organic
20240101,click,40869,973668,desktop,UK,/product,48364,299.63,direct
20240101,add_to_cart,59297,862129,mobile,India,/contact,5296,73.14,referral
20240101,purchase,70107,755949,mobile,Australia,/product,33789,71.21,direct
20240101,scroll,92793,946476,mobile,UK,/product,21271,75.23,organic
20240101,scroll,26682,825959,tablet,UK,/checkout,29583,241.91,organic
20240101,click,29622,971985,tablet,India,/checkout,28215,57.76,paid
20240101,scroll,40408,839270,desktop,UK,/contact,22254,62.83,referral
20240101,scroll,18837,450579,desktop,Australia,/checkout,40717,128.08,direct
20240101,add_to_cart,74210,149008,tablet,UK,/contact,20513,0.43,paid
20240101,click,25407,623343,tablet,India,/about,35846,137.89,paid
20240101,add_to_cart,39309,691082,desktop,Australia,/about,9379,309.2,referral
20240101,add_to_cart,81918,179134,tablet,Canada,/product,27842,300.79,direct
20240101,click,28895,415034,desktop,India,/about,38645,484.77,referral
20240101,page_view,96912,477403,mobile,Canada,/checkout,23025,59.82,direct
20240101,add_to_cart,10370,534720,desktop,UK,/home,23515,432.79,paid
20240101,purchase,10486,546590,tablet,Australia,/product,2196,195.59,paid
20240101,purchase,33762,391548,tablet,UK,/contact,5672,193.52,paid
20240101,scroll,36613,427367,tablet,Australia,/about,18676,174.41,direct
20240101,purchase,13196,887069,desktop,USA,/product,12785,62.37,organic
20240101,scroll,86349,845512,tablet,UK,/product,29542,239.25,referral
20240101,page_view,74839,465330,desktop,UK,/product,21250,393.69,direct
20240101,click,51916,377972,mobile,UK,/about,30524,437.72,referral
20240101,click,18572,284616,mobile,India,/contact,38290,481.43,referral
20240101,click,38225,584948,tablet,Australia,/product,25103,392.65,paid
20240101,purchase,55853,726264,desktop,Australia,/product,19572,311.55,referral
20240101,page_view,59390,669385,desktop,Australia,/product,4276,248.77,organic
20240101,purchase,42275,737559,tablet,India,/about,10523,437.45,direct
20240101,purchase,82379,918454,desktop,Australia,/checkout,39478,369.76,organic
20240101,page_view,11105,656490,tablet,UK,/contact,40106,80.63,organic
20240101,page_view,69896,128704,tablet,Canada,/product,22717,341.28,paid
20240101,page_view,53209,191411,mobile,USA,/product,20147,215.52,direct
20240101,page_view,52487,753976,tablet,Australia,/product,34849,297.9,direct
20240101,click,28051,647929,desktop,India,/about,29370,449.18,organic
20240101,session_start,87400,399623,tablet,India,/checkout,48966,326.29,direct
20240101,session_start,76961,309843,mobile,Australia,/product,43464,469.36,referral
20240101,page_view,70156,908459,mobile,Canada,/product,44580,433.18,direct
20240101,session_start,67175,405056,desktop,Australia,/about,48964,64.45,direct
20240101,session_start,16849,606313,tablet,India,/contact,3317,5.83,referral
20240101,page_view,28976,470371,desktop,USA,/contact,10394,192.21,referral
20240101,session_start,66866,585774,desktop,Canada,/checkout,5916,432.66,referral
20240101,purchase,57078,302546,tablet,Australia,/contact,41206,115.06,referral
20240101,scroll,41113,228773,mobile,USA,/product,37549,345.7,direct
20240101,scroll,25401,209658,desktop,Australia,/about,25411,238.0,paid
20240101,page_view,22884,666980,desktop,Canada,/product,32075,373.04,paid
20240101,click,94360,723172,mobile,India,/product,15927,82.49,referral
20240101,page_view,47563,656497,tablet,Canada,/checkout,25370,119.55,direct
20240101,click,44414,812923,tablet,UK,/contact,46275,121.26,direct
20240101,scroll,26142,943170,tablet,Australia,/contact,7758,274.23,direct
20240101,page_view,81492,399386,mobile,USA,/contact,6152,144.81,direct
20240101,add_to_cart,89464,207966,desktop,USA,/product,953,405.86,direct
20240101,purchase,85257,793187,mobile,Canada,/about,347,173.4,paid
20240101,session_start,86693,277297,desktop,Canada,/about,46704,330.43,organic
20240101,click,45135,792456,desktop,Canada,/product,15529,474.25,organic
20240101,add_to_cart,82232,805906,tablet,USA,/home,22976,303.46,organic
20240101,session_start,37862,952889,tablet,India,/product,37405,121.08,referral
20240101,session_start,15190,491401,tablet,USA,/contact,10595,415.23,referral
20240101,page_view,80199,430453,mobile,India,/product,42469,6.27,paid
20240101,session_start,14331,710784,tablet,Canada,/home,27228,128.27,paid
20240101,purchase,62186,785628,mobile,UK,/product,12063,193.75,direct
20240101,add_to_cart,54648,840714,tablet,USA,/contact,2563,97.99,paid
20240101,session_start,38549,860397,tablet,Canada,/checkout,14754,302.01,referral
20240101,page_view,91782,210078,tablet,USA,/about,9277,279.0,paid
20240101,purchase,35761,888297,mobile,Canada,/home,6573,203.25,direct
20240101,scroll,13262,196242,desktop,USA,/checkout,40179,147.19,direct
20240101,add_to_cart,61259,915319,mobile,Australia,/about,21850,216.95,direct
20240101,session_start,82572,543092,mobile,USA,/checkout,3234,145.6,referral
20240101,page_view,63472,982479,mobile,Australia,/product,48909,110.63,organic
20240101,scroll,97858,788839,desktop,India,/product,4100,175.64,organic
20240101,scroll,94667,228863,mobile,USA,/about,16273,301.17,referral
20240101,click,14677,140478,tablet,India,/about,7770,324.2,direct
20240101,purchase,83508,259574,desktop,UK,/product,9712,148.67,direct
20240101,session_start,90865,875128,mobile,Australia,/product,21380,473.7,referral
20240101,page_view,60617,998182,mobile,USA,/about,49374,130.98,organic
20240101,click,96029,375538,desktop,India,/about,23357,356.07,direct
20240101,purchase,28595,329766,mobile,Canada,/about,41745,40.74,direct
20240101,click,97459,764622,desktop,India,/contact,1761,332.42,organic
20240101,add_to_cart,70148,104487,tablet,USA,/contact,7582,229.97,referral
20240101,purchase,56926,782701,mobile,UK,/product,19359,284.55,paid
20240101,purchase,85271,358432,mobile,Australia,/contact,29107,92.04,direct
20240101,session_start,44457,208924,tablet,Canada,/home,23375,216.78,organic
20240101,purchase,52531,885484,mobile,India,/product,29632,383.14,referral
20240101,click,83263,506786,mobile,USA,/home,12192,383.54,organic
20240101,purchase,83300,681556,desktop,USA,/checkout,35031,118.78,organic
20240101,session_start,73171,129605,mobile,Australia,/home,19322,176.3,paid
20240101,session_start,55771,695890,tablet,Canada,/checkout,19944,1.91,direct
20240101,add_to_cart,76354,782083,mobile,India,/home,40120,44.98,direct
20240101,click,47289,300180,desktop,India,/checkout,40667,63.37,direct
20240101,scroll,43892,964638,tablet,India,/checkout,13575,146.83,paid
20240101,scroll,81196,193375,tablet,Australia,/product,33422,379.51,organic
20240101,purchase,48409,541923,tablet,Australia,/about,11499,255.13,referral
20240101,add_to_cart,44470,804388,tablet,Canada,/about,40793,396.3,organic
20240101,page_view,28385,980369,desktop,India,/product,27965,377.45,direct
20240101,purchase,33296,681209,desktop,India,/checkout,4108,293.57,paid
20240101,add_to_cart,71716,422904,desktop,Canada,/about,1916,249.93,organic
20240101,click,99152,765609,desktop,Canada,/about,7639,465.66,paid
20240101,click,36382,692135,mobile,Canada,/home,47437,284.64,referral
20240101,click,86675,721835,desktop,USA,/contact,15574,241.41,referral
20240101,click,32419,405983,mobile,Canada,/product,49440,434.56,direct
20240101,click,91238,860437,tablet,UK,/contact,34088,35.72,paid
20240101,add_to_cart,49291,663961,mobile,Australia,/checkout,23151,328.01,direct
20240101,add_to_cart,22397,627930,mobile,Canada,/home,14047,56.51,paid
20240101,session_start,67888,607866,mobile,USA,/about,43928,409.91,paid
20240101,scroll,45169,413905,desktop,UK,/home,10353,396.33,referral
20240101,click,72182,633910,desktop,USA,/product,29738,251.8,organic
20240101,page_view,52249,148423,tablet,USA,/checkout,35775,330.52,organic
20240101,add_to_cart,38341,667161,desktop,USA,/home,15704,386.31,referral
20240101,page_view,85603,859904,mobile,USA,/home,34583,241.65,referral
20240101,page_view,56144,147565,desktop,India,/home,15761,452.98,paid
20240101,page_view,71772,763166,desktop,Australia,/about,44595,218.52,organic
20240101,session_start,89360,887189,mobile,India,/checkout,14348,446.01,direct
20240101,add_to_cart,23444,585462,tablet,UK,/about,40677,291.37,direct
20240101,page_view,55647,106220,desktop,India,/home,31252,213.12,organic
20240101,click,20974,994840,tablet,UK,/about,38978,2.05,organic
20240101,purchase,48383,716139,mobile,Canada,/about,17095,147.78,organic
20240101,page_view,91552,810114,desktop,UK,/product,10801,433.96,paid
20240101,session_start,12956,979761,tablet,India,/contact,27601,214.36,referral
20240101,add_to_cart,18077,227636,tablet,India,/contact,33151,210.73,referral
20240101,session_start,46490,600846,mobile,UK,/product,2770,244.71,paid
20240101,page_view,65612,515721,desktop,India,/product,15235,143.15,direct
20240101,add_to_cart,46159,914720,tablet,UK,/about,26303,245.78,paid
20240101,purchase,49710,698780,tablet,USA,/about,45689,187.88,organic
20240101,page_view,93536,381253,tablet,Australia,/checkout,41741,454.72,referral
20240101,session_start,23806,873416,tablet,UK,/contact,11731,281.98,referral
20240101,scroll,88345,496713,tablet,USA,/about,40032,417.08,paid
20240101,click,90391,157326,tablet,USA,/checkout,15616,343.44,referral
20240101,session_start,16458,109864,tablet,USA,/contact,31553,106.3,paid
20240101,add_to_cart,45524,848877,tablet,USA,/checkout,40498,433.83,referral
20240101,page_view,16853,449706,tablet,UK,/checkout,46759,43.64,paid
20240101,click,50477,174310,tablet,India,/product,37124,224.32,organic
20240101,page_view,42222,481598,desktop,USA,/home,20753,119.58,paid
20240101,add_to_cart,28320,343415,mobile,Canada,/home,48108,268.78,referral
20240101,page_view,62243,907449,mobile,USA,/home,16009,150.02,paid
20240101,scroll,55615,495037,mobile,India,/checkout,26035,361.41,paid
20240101,click,27352,674625,tablet,India,/about,2173,468.46,referral
20240101,click,82833,538701,mobile,Australia,/home,28251,354.54,organic
20240101,add_to_cart,13203,183557,tablet,Australia,/about,36238,177.66,paid
20240101,scroll,49267,287460,desktop,USA,/contact,2584,300.03,direct
20240101,session_start,47941,110372,mobile,USA,/home,42878,444.26,direct
20240101,page_view,92809,599900,desktop,Australia,/checkout,39770,135.01,organic
20240101,purchase,35368,200050,desktop,USA,/product,40273,59.1,organic
20240101,page_view,87186,980370,tablet,Canada,/checkout,35534,65.38,referral
20240101,page_view,40984,433477,mobile,UK,/about,28081,247.43,referral
20240101,session_start,51941,378427,desktop,Australia,/contact,3484,366.07,paid
20240101,page_view,82918,140857,mobile,Australia,/checkout,17006,328.63,organic
20240101,scroll,62683,938204,desktop,India,/product,18177,226.94,paid
20240101,scroll,10801,815030,desktop,USA,/product,4283,364.65,referral
20240101,click,57965,828493,tablet,Australia,/contact,26965,316.98,paid
20240101,add_to_cart,95269,195856,mobile,Australia,/home,15444,314.12,paid
20240101,purchase,19969,524477,tablet,Canada,/checkout,33465,101.19,paid
20240101,page_view,45969,812514,tablet,USA,/checkout,30818,156.29,organic
20240101,page_view,92269,892539,tablet,UK,/product,42705,172.21,direct
20240101,session_start,42449,322368,tablet,Canada,/about,7595,404.1,organic
20240101,add_to_cart,35705,921993,tablet,UK,/checkout,26834,387.56,paid
20240101,scroll,70303,307746,desktop,India,/product,18820,126.34,referral
20240101,purchase,38363,790628,mobile,Australia,/about,30927,27.58,direct
20240101,click,40720,524824,mobile,Canada,/home,24167,383.89,paid
20240101,scroll,19972,637426,tablet,UK,/home,18198,204.93,paid
20240101,add_to_cart,43351,530909,mobile,USA,/product,28414,109.9,referral
20240101,click,46145,880985,desktop,India,/product,13188,58.51,paid
20240101,session_start,97948,838360,tablet,India,/home,11076,6.41,paid
20240101,session_start,99614,748431,desktop,Australia,/product,3276,213.86,direct
20240101,page_view,98116,776608,desktop,Australia,/contact,32225,169.88,organic
20240101,add_to_cart,66235,333829,tablet,UK,/checkout,30391,348.24,referral
20240101,purchase,24855,905064,desktop,UK,/contact,47280,488.33,referral
20240101,click,46169,147547,tablet,India,/about,24878,103.39,referral
20240101,scroll,56404,374244,desktop,UK,/product,35766,121.52,organic
20240101,add_to_cart,29569,410074,mobile,Australia,/product,28248,168.65,organic
20240101,add_to_cart,64437,307977,mobile,India,/about,17748,232.97,direct
20240101,session_start,58506,939457,mobile,India,/checkout,7043,348.85,direct
20240101,page_view,35738,569092,tablet,USA,/home,6950,176.02,referral
20240101,page_view,16772,178944,desktop,USA,/contact,48599,52.1,organic
20240101,click,29731,544056,desktop,UK,/checkout,48432,365.17,direct
20240101,session_start,20131,715929,mobile,UK,/home,43519,397.32,paid
20240101,add_to_cart,76324,721208,mobile,Australia,/home,25913,123.82,organic
20240101,purchase,64097,666650,tablet,Australia,/product,31260,68.38,paid
20240101,session_start,91720,591592,tablet,USA,/about,1654,263.9,direct
20240101,click,12889,915042,desktop,India,/product,44802,104.16,paid
20240101,click,19569,990766,tablet,Canada,/about,27835,187.08,direct
20240101,session_start,97193,776355,tablet,Canada,/product,771,388.68,referral
20240101,click,85677,369861,tablet,UK,/contact,41142,109.8,referral
20240101,session_start,95192,309939,mobile,Canada,/product,29820,403.13,referral
20240101,scroll,97154,310544,mobile,Canada,/contact,12612,337.01,organic
20240101,session_start,87470,688310,desktop,USA,/checkout,43537,109.86,organic
20240101,session_start,98822,284740,tablet,India,/checkout,34319,263.2,referral
20240101,click,17612,151645,mobile,Australia,/product,21797,307.04,organic
20240101,click,61644,915982,tablet,USA,/checkout,5337,100.14,direct
20240101,page_view,42069,579367,desktop,Australia,/home,26696,72.47,paid
20240101,page_view,91741,665156,tablet,USA,/contact,23622,265.58,direct
20240101,scroll,37331,198039,desktop,USA,/about,43185,346.92,referral
20240101,page_view,65897,277452,desktop,Canada,/contact,25851,232.53,paid
20240101,session_start,23934,498944,mobile,Australia,/product,40853,35.02,direct
20240101,click,20095,394944,tablet,USA,/checkout,27080,462.61,paid
20240101,page_view,28706,635174,mobile,Canada,/checkout,9574,347.48,organic
20240101,page_view,53516,572830,tablet,UK,/home,634,310.6,paid
20240101,scroll,44629,300981,tablet,Australia,/checkout,47877,321.81,paid
20240101,add_to_cart,56910,278308,desktop,USA,/product,12140,199.3,referral
20240101,scroll,98540,670093,desktop,UK,/product,40629,492.2,organic
20240101,session_start,30431,918964,tablet,Canada,/about,4766,66.34,direct
20240101,click,66733,212765,mobile,USA,/contact,37541,369.57,referral
20240101,scroll,50088,128688,desktop,Canada,/contact,43513,210.44,paid
20240101,page_view,54135,385233,desktop,Canada,/contact,2262,440.55,direct
20240101,click,48015,549158,tablet,Canada,/about,42886,358.63,paid
20240101,click,41385,657873,tablet,Australia,/about,36866,281.13,paid
20240101,page_view,80199,814364,desktop,UK,/about,47957,468.85,direct
20240101,scroll,48677,350322,mobile,UK,/home,23985,456.22,paid
20240101,page_view,22818,350483,desktop,India,/about,36560,26.17,paid
20240101,add_to_cart,98222,102438,tablet,USA,/checkout,26515,96.29,direct
20240101,click,73001,455239,desktop,Canada,/home,40344,338.02,direct
20240101,purchase,33977,516428,tablet,USA,/checkout,36927,460.92,referral
20240101,purchase,59832,805722,desktop,UK,/contact,41390,215.17,direct
20240101,session_start,50931,565393,tablet,UK,/product,46138,19.15,referral
20240101,page_view,93990,248055,tablet,Canada,/contact,34395,321.65,direct
20240101,page_view,88894,900458,mobile,Australia,/about,45243,97.34,referral
20240101,session_start,82204,482312,tablet,Canada,/product,39919,276.16,referral
20240101,session_start,55784,937430,desktop,Canada,/contact,49825,192.34,paid
20240101,session_start,19921,617951,tablet,India,/home,39014,279.01,organic
20240101,click,44959,943445,desktop,Australia,/about,40418,466.22,direct
20240101,add_to_cart,42328,151039,mobile,USA,/contact,36563,242.9,direct
20240101,page_view,18859,805191,desktop,Australia,/product,33391,17.26,paid
20240101,click,99506,578388,mobile,Canada,/checkout,30360,290.46,organic
20240101,session_start,84408,789963,mobile,Canada,/contact,42231,162.87,organic
20240101,page_view,94766,730734,tablet,Canada,/home,43613,389.07,direct
20240101,click,36708,984884,mobile,Canada,/product,45239,234.96,direct
20240101,add_to_cart,28847,506321,desktop,Canada,/contact,42481,370.69,referral
20240101,click,65989,331120,mobile,Australia,/checkout,10523,454.41,organic
20240101,add_to_cart,14922,429326,mobile,Canada,/about,2316,181.14,organic
20240101,session_start,79928,676435,tablet,UK,/about,32404,494.69,referral
20240101,add_to_cart,62335,876691,desktop,UK,/about,43215,74.91,referral
20240101,page_view,23541,699688,mobile,India,/product,6436,321.97,direct
20240101,session_start,29551,670722,tablet,USA,/checkout,41911,17.38,organic
20240101,page_view,29381,126515,tablet,UK,/checkout,15673,106.53,paid
20240101,purchase,65673,320370,desktop,India,/contact,21963,316.89,referral
20240101,scroll,32948,682289,tablet,Australia,/about,46274,23.1,organic
20240101,add_to_cart,69072,813757,mobile,USA,/product,24194,50.89,organic
20240101,scroll,77560,816775,tablet,Canada,/about,9471,145.51,organic
20240101,scroll,92249,471735,desktop,Canada,/about,36463,287.82,organic
20240101,add_to_cart,12486,324215,desktop,Australia,/contact,20851,7.99,referral
20240101,session_start,76691,932210,tablet,USA,/contact,10151,241.18,paid
20240101,purchase,20082,786301,mobile,UK,/contact,837,312.87,paid
20240101,page_view,94105,590073,tablet,USA,/home,43872,201.26,referral
20240101,click,17086,720137,desktop,India,/home,11084,33.82,organic
20240101,page_view,77853,989515,tablet,Australia,/product,19302,305.44,referral
20240101,click,80027,534171,tablet,UK,/product,13186,302.92,referral
20240101,page_view,25916,309637,mobile,USA,/contact,46359,253.02,organic
20240101,add_to_cart,25248,987708,tablet,USA,/checkout,38210,346.57,referral
20240101,purchase,78047,419052,mobile,UK,/product,18647,103.9,referral
20240101,click,34226,557283,tablet,India,/home,13348,339.27,organic
20240101,session_start,35025,349708,tablet,India,/home,19560,80.73,paid
20240101,page_view,58380,548912,mobile,USA,/about,23400,196.35,referral
20240101,page_view,17848,980480,mobile,Canada,/contact,28837,33.78,direct
20240101,click,24274,307748,desktop,UK,/checkout,41586,409.56,organic
20240101,session_start,64545,347387,mobile,India,/contact,33316,269.12,direct
20240101,session_start,45233,770207,tablet,India,/home,44280,485.52,referral
20240101,add_to_cart,26304,802551,desktop,India,/checkout,14536,471.16,paid
20240101,add_to_cart,21294,920688,mobile,Australia,/product,49194,499.28,referral
20240101,add_to_cart,36425,521990,mobile,Canada,/about,23918,50.63,organic
20240101,add_to_cart,78711,751631,desktop,India,/home,6973,303.29,paid
20240101,add_to_cart,19425,633415,tablet,Canada,/about,6797,203.79,referral
20240101,add_to_cart,54990,218251,tablet,USA,/contact,4261,266.33,organic
20240101,purchase,83746,783565,desktop,USA,/checkout,40864,154.38,direct
20240101,session_start,78295,863570,tablet,Australia,/contact,10143,24.03,referral
20240101,add_to_cart,26091,593322,mobile,Canada,/about,219,353.88,direct
20240101,session_start,10002,967595,tablet,UK,/home,14680,482.91,organic
20240101,session_start,60411,289836,mobile,Australia,/about,12674,266.19,organic
20240101,scroll,50958,726112,tablet,India,/home,31891,164.79,direct
20240101,purchase,30707,662952,mobile,USA,/about,19331,469.14,paid
20240101,add_to_cart,25248,156795,desktop,USA,/contact,45573,182.33,referral
20240101,page_view,81309,221729,mobile,UK,/about,49602,457.26,organic
20240101,click,88322,787693,tablet,Australia,/product,10494,427.85,paid
20240101,page_view,61720,344620,mobile,Canada,/contact,28008,264.36,organic
20240101,purchase,25037,136079,tablet,USA,/about,42612,338.44,organic
20240101,click,77421,184225,tablet,India,/about,2350,350.16,organic
20240101,purchase,91867,648547,mobile,UK,/checkout,21544,320.55,direct
20240101,session_start,50612,388715,tablet,UK,/contact,47064,80.37,direct
20240101,click,98031,151119,desktop,UK,/checkout,23067,346.39,organic
20240101,session_start,23450,370153,tablet,India,/contact,19721,1.61,referral
20240101,page_view,19491,210210,desktop,UK,/home,23006,355.02,paid
20240101,page_view,84804,603747,desktop,Canada,/contact,44569,277.42,organic
20240101,click,16791,423973,tablet,Canada,/contact,24723,129.88,paid
20240101,click,38314,400374,desktop,Australia,/about,26952,401.88,organic
20240101,add_to_cart,61883,211364,desktop,Australia,/product,46145,202.64,paid
20240101,purchase,97086,418193,mobile,Canada,/contact,30771,242.89,referral
20240101,add_to_cart,75629,463906,desktop,India,/checkout,46996,13.84,paid
20240101,purchase,19967,485417,desktop,Australia,/product,15116,200.66,organic
20240101,add_to_cart,91754,481610,desktop,UK,/contact,15481,83.68,referral
20240101,session_start,53220,791858,desktop,Canada,/product,45084,138.07,organic
20240101,click,84163,743341,desktop,USA,/home,16421,126.07,organic
20240101,page_view,14947,533531,tablet,India,/product,38262,23.01,direct
20240101,purchase,49419,981450,desktop,India,/home,11476,230.25,paid
20240101,purchase,66131,919227,tablet,Canada,/product,18376,261.3,organic
20240101,page_view,98714,738100,tablet,USA,/product,17381,285.53,referral
20240101,add_to_cart,38876,709699,tablet,India,/checkout,34606,231.11,referral
20240101,purchase,98444,401335,mobile,Australia,/checkout,13956,434.76,referral
20240101,session_start,29971,285525,mobile,USA,/about,25644,18.84,direct
20240101,click,72539,112453,tablet,UK,/product,11294,306.9,organic
20240101,page_view,59228,220848,mobile,Australia,/home,45801,433.07,referral
20240101,click,84495,543541,desktop,USA,/product,44158,20.52,direct
20240101,purchase,38261,674281,tablet,Canada,/contact,35371,248.15,referral
20240101,purchase,71260,472924,tablet,India,/home,22544,294.51,direct
20240101,page_view,91371,145706,tablet,Australia,/contact,21634,95.45,paid
20240101,session_start,94793,623324,mobile,Canada,/about,23230,126.25,organic
20240101,scroll,13346,608197,mobile,USA,/contact,9762,392.8,referral
20240101,page_view,66176,273889,mobile,UK,/about,44812,283.7,direct
20240101,scroll,62300,715722,desktop,India,/about,11922,157.89,organic
20240101,add_to_cart,21340,811070,mobile,India,/about,13352,382.38,paid
20240101,scroll,43012,675087,tablet,Australia,/contact,27314,373.36,direct
20240101,session_start,45393,743874,mobile,Canada,/about,35429,172.7,referral
20240101,add_to_cart,85133,160964,mobile,USA,/about,37362,244.32,organic
20240101,scroll,35557,546894,mobile,USA,/checkout,16450,332.26,paid
20240101,add_to_cart,74204,302222,mobile,Canada,/product,20087,171.62,paid
20240101,scroll,83273,459523,tablet,India,/about,49638,314.5,direct
20240101,session_start,27276,815798,mobile,Canada,/home,6861,125.54,paid
20240101,scroll,64639,734275,tablet,USA,/home,24458,146.01,referral
20240101,scroll,17310,948358,mobile,Canada,/checkout,24813,155.34,direct
20240101,scroll,45167,628089,desktop,India,/contact,3851,468.03,paid
20240101,page_view,94880,534264,desktop,Australia,/contact,35568,416.84,organic
20240101,page_view,20391,926576,tablet,India,/contact,5944,282.58,referral
20240101,page_view,60621,980910,tablet,UK,/about,29253,281.94,organic
20240101,session_start,20892,765508,desktop,UK,/contact,8591,28.07,paid
20240101,add_to_cart,86733,212364,desktop,Canada,/contact,16515,324.75,referral
20240101,purchase,88586,969251,mobile,India,/product,8833,164.06,organic
20240101,scroll,46142,775221,desktop,India,/about,30616,306.15,paid
20240101,scroll,55679,554933,tablet,USA,/about,49798,420.12,referral
20240101,session_start,51615,253552,tablet,Australia,/home,14859,22.75,referral
20240101,scroll,57553,118637,desktop,India,/home,20624,303.53,referral
20240101,page_view,89071,931053,tablet,Canada,/product,47135,282.1,paid
